"Colname" "CGR.ID" "External.ID" "SampleType" "Source.Material" "Extraction.Batch.ID" "Source.PCR.Plate" "Run.ID" "Project.ID" "Collection.Method" "Instrument" "Month" "Storage" "Subject"
"SC253820" "SP2030_ScopeCell_V05_PC02199" "SP2030_ScopeCell_V05" "Study" "Buccal" "PC02199" "PC20074_D_03" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth01" "80" "SP2030"
"SC253821" "DZ35298_0035_PC02199" "DZ35298_0035" "robogut" "Buccal" "PC02199" "PC20074_E_03" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "Control" "KF" "ExtMonth01" "Control" "Control"
"SC284766" "DZ35298_0039_PC04758" "DZ35298_0039" "robogut" "Buccal" "PC04758" "PC20074_F_07" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "Control" "KF" "ExtMonth03" "Control" "Control"
"SC284768" "SP2001_ScopeCell_V06_PC04758" "SP2001_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_G_03" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2001"
"SC284769" "SP2002_ScopeCell_V04_PC04758" "SP2002_ScopeCell_V04" "Study" "Buccal" "PC04758" "PC20074_H_03" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2002"
"SC284770" "SP2003_ScopeCell_V06_PC04758" "SP2003_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_A_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2003"
"SC284771" "SP2004_ScopeCell_V04_PC04758" "SP2004_ScopeCell_V04" "Study" "Buccal" "PC04758" "PC20074_B_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2004"
"SC284772" "SP2005_ScopeCell_V06_PC04758" "SP2005_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_C_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2005"
"SC284773" "SP2006_ScopeCell_V06_PC04758" "SP2006_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_D_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2006"
"SC284774" "SP2007_ScopeCell_V06_PC04758" "SP2007_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_E_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2007"
"SC284775" "SP2008_ScopeCell_V04_PC04758" "SP2008_ScopeCell_V04" "Study" "Buccal" "PC04758" "PC20074_F_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2008"
"SC284776" "SP2009_ScopeCell_V06_PC04758" "SP2009_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_G_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2009"
"SC284777" "SP2010_ScopeCell_V06_PC04758" "SP2010_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_H_04" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2010"
"SC284778" "SP2011_ScopeCell_V06_PC04758" "SP2011_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_A_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2011"
"SC284779" "SP2012_ScopeCell_V06_PC04758" "SP2012_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_B_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2012"
"SC284780" "SP2013_ScopeCell_V06_PC04758" "SP2013_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_C_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2013"
"SC284781" "SP2014_ScopeCell_V06_PC04758" "SP2014_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_D_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2014"
"SC284782" "SP2015_ScopeCell_V06_PC04758" "SP2015_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_E_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2015"
"SC284783" "SP2016_ScopeCell_V06_PC04758" "SP2016_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_F_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2016"
"SC284784" "SP2017_ScopeCell_V06_PC04758" "SP2017_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_G_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2017"
"SC284785" "SP2018_ScopeCell_V06_PC04758" "SP2018_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_H_05" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2018"
"SC284786" "SP2019_ScopeCell_V06_PC04758" "SP2019_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_A_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2019"
"SC284787" "SP2020_ScopeCell_V06_PC04758" "SP2020_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_B_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2020"
"SC284788" "SP2021_ScopeCell_V06_PC04758" "SP2021_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_C_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2021"
"SC284789" "SP2022_ScopeCell_V06_PC04758" "SP2022_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_D_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2022"
"SC284790" "SP2023_ScopeCell_V06_PC04758" "SP2023_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_E_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2023"
"SC284791" "SP2024_ScopeCell_V06_PC04758" "SP2024_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_F_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2024"
"SC284792" "SP2025_ScopeCell_V06_PC04758" "SP2025_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_G_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2025"
"SC284793" "SP2026_ScopeCell_V06_PC04758" "SP2026_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_H_06" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2026"
"SC284794" "SP2027_ScopeCell_V06_PC04758" "SP2027_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_A_07" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2027"
"SC284795" "SP2028_ScopeCell_V06_PC04758" "SP2028_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_B_07" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2028"
"SC284796" "SP2029_ScopeCell_V06_PC04758" "SP2029_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_C_07" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2029"
"SC284797" "SP2030_ScopeCell_V06_PC04758" "SP2030_ScopeCell_V06" "Study" "Buccal" "PC04758" "PC20074_D_07" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth03" "80" "SP2030"
"SC284798" "DZ35316_0133_PC04758" "DZ35316_0133" "artificialcolony" "Buccal" "PC04758" "PC20074_E_07" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "Control" "KF" "ExtMonth03" "Control" "Control"
"SC284974" "SP2001_OMNI_V06_MB0000641" "SP2001_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_F_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2001"
"SC284975" "SP2002_OMNI_V06_MB0000641" "SP2002_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_D_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2002"
"SC284976" "SP2003_OMNI_V06_MB0000641" "SP2003_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_G_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2003"
"SC284977" "SP2004_OMNI_V06_MB0000641" "SP2004_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_G_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2004"
"SC284978" "SP2005_OMNI_V06_MB0000641" "SP2005_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_C_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2005"
"SC284979" "SP2006_OMNI_V06_MB0000641" "SP2006_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_A_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2006"
"SC284980" "SP2007_OMNI_V06_MB0000641" "SP2007_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_D_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2007"
"SC284981" "SP2008_OMNI_V06_MB0000641" "SP2008_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_C_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2008"
"SC284982" "SP2009_OMNI_V06_MB0000641" "SP2009_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_B_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2009"
"SC284983" "SP2010_OMNI_V06_MB0000641" "SP2010_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_E_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2010"
"SC284984" "SP2011_OMNI_V06_MB0000641" "SP2011_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_F_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2011"
"SC284985" "SP2012_OMNI_V06_MB0000641" "SP2012_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_C_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2012"
"SC284986" "SP2013_OMNI_V06_MB0000641" "SP2013_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_C_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2013"
"SC284987" "SP2014_OMNI_V06_MB0000641" "SP2014_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_D_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2014"
"SC284988" "SP2015_OMNI_V06_MB0000641" "SP2015_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_B_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2015"
"SC284989" "SP2016_OMNI_V06_MB0000641" "SP2016_OMNI_V06" "Study" "Saliva" "MB0000641" "PC20074_D_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2016"
"SC284997" "DZ35316_0155_MB0000641" "DZ35316_0155" "artificialcolony" "Saliva" "MB0000641" "PC20074_H_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "Control" "QS" "ExtMonth03" "Control" "Control"
"SC284998" "SP2017_OMNI_V06_MB0000642" "SP2017_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_E_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2017"
"SC284999" "SP2018_OMNI_V06_MB0000642" "SP2018_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_H_07" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2018"
"SC285000" "SP2019_OMNI_V06_MB0000642" "SP2019_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_G_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2019"
"SC285001" "SP2020_OMNI_V06_MB0000642" "SP2020_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_H_09" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2020"
"SC285002" "SP2021_OMNI_V06_MB0000642" "SP2021_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_F_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2021"
"SC285003" "SP2022_OMNI_V06_MB0000642" "SP2022_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_B_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2022"
"SC285004" "SP2023_OMNI_V06_MB0000642" "SP2023_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_A_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2023"
"SC285005" "SP2024_OMNI_V06_MB0000642" "SP2024_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_A_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2024"
"SC285006" "SP2025_OMNI_V06_MB0000642" "SP2025_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_H_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2025"
"SC285007" "SP2026_OMNI_V06_MB0000642" "SP2026_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_E_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2026"
"SC285008" "SP2027_OMNI_V06_MB0000642" "SP2027_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_E_10" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2027"
"SC285009" "SP2028_OMNI_V06_MB0000642" "SP2028_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_B_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2028"
"SC285010" "SP2029_OMNI_V06_MB0000642" "SP2029_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_G_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2029"
"SC285011" "SP2030_OMNI_V06_MB0000642" "SP2030_OMNI_V06" "Study" "Saliva" "MB0000642" "PC20074_A_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth03" "80" "SP2030"
"SC285021" "DZ35298_0048_MB0000642" "DZ35298_0048" "robogut" "Saliva" "MB0000642" "PC20074_F_08" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "Control" "QS" "ExtMonth03" "Control" "Control"
"SC334766" "SP2006_OMNI_V07_MB0000661" "SP2006_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20074_F_12" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2006"
"SC334769" "SP2009_OMNI_V07_MB0000661" "SP2009_OMNI_V07" "Study" "Saliva" "MB0000661" "PC20074_B_12" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2009"
"SC334784" "DZ35298_0057_MB0000661" "DZ35298_0057" "robogut" "Saliva" "MB0000661" "PC20074_E_12" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "Control" "QS" "ExtMonth06" "Control" "Control"
"SC334788" "SP2020_OMNI_V07_MB0000662" "SP2020_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20074_A_12" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2020"
"SC334790" "SP2022_OMNI_V07_MB0000662" "SP2022_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20074_H_11" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2022"
"SC334797" "SP2029_OMNI_V07_MB0000662" "SP2029_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20074_D_12" "190405_M01354_0116_000000000-CDD59" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2029"
"SC241074" "SP2001_ScopeCell_V03_MB0000605" "SP2001_ScopeCell_V03" "Study" "Saliva" "MB0000605" "PC20070_E_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth0" "80" "SP2001"
"SC241084" "SP2011_ScopeCell_V03_MB0000605" "SP2011_ScopeCell_V03" "Study" "Saliva" "MB0000605" "PC20070_A_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth0" "80" "SP2011"
"SC241085" "SP2012_ScopeCell_V03_MB0000605" "SP2012_ScopeCell_V03" "Study" "Saliva" "MB0000605" "PC20070_B_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth0" "80" "SP2012"
"SC241087" "SP2014_ScopeCell_V03_MB0000605" "SP2014_ScopeCell_V03" "Study" "Saliva" "MB0000605" "PC20070_F_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth0" "80" "SP2014"
"SC241088" "SP2015_ScopeCell_V03_MB0000605" "SP2015_ScopeCell_V03" "Study" "Saliva" "MB0000605" "PC20070_G_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth0" "80" "SP2015"
"SC241097" "DZ35316_0022_MB0000605" "DZ35316_0022" "artificialcolony" "Saliva" "MB0000605" "PC20070_D_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "QS" "ExtMonth0" "Control" "Control"
"SC241101" "SP2019_ScopeCell_V03_MB0000606" "SP2019_ScopeCell_V03" "Study" "Saliva" "MB0000606" "PC20070_C_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "QS" "ExtMonth0" "80" "SP2019"
"SC241122" "SP2001_ScopeCell_V01_MB0000607" "SP2001_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_A_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2001"
"SC241123" "SP2002_ScopeCell_V26_MB0000607" "SP2002_ScopeCell_V26" "Study" "Saliva" "MB0000607" "PC20070_A_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2002"
"SC241124" "SP2003_ScopeCell_V01_MB0000607" "SP2003_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_G_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2003"
"SC241125" "SP2004_ScopeCell_V26_MB0000607" "SP2004_ScopeCell_V26" "Study" "Saliva" "MB0000607" "PC20070_G_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2004"
"SC241126" "SP2005_ScopeCell_V01_MB0000607" "SP2005_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_H_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2005"
"SC241127" "SP2006_ScopeCell_V01_MB0000607" "SP2006_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_F_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2006"
"SC241128" "SP2007_ScopeCell_V01_MB0000607" "SP2007_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_A_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2007"
"SC241129" "SP2008_ScopeCell_V26_MB0000607" "SP2008_ScopeCell_V26" "Study" "Saliva" "MB0000607" "PC20070_D_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2008"
"SC241130" "SP2009_ScopeCell_V01_MB0000607" "SP2009_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_C_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2009"
"SC241131" "SP2010_ScopeCell_V01_MB0000607" "SP2010_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_B_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2010"
"SC241132" "SP2011_ScopeCell_V01_MB0000607" "SP2011_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_F_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2011"
"SC241133" "SP2012_ScopeCell_V01_MB0000607" "SP2012_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_D_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2012"
"SC241134" "SP2013_ScopeCell_V01_MB0000607" "SP2013_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_G_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2013"
"SC241135" "SP2014_ScopeCell_V01_MB0000607" "SP2014_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_E_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2014"
"SC241136" "SP2015_ScopeCell_V01_MB0000607" "SP2015_ScopeCell_V01" "Study" "Saliva" "MB0000607" "PC20070_G_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2015"
"SC241145" "DZ35298_0022_MB0000607" "DZ35298_0022" "robogut" "Saliva" "MB0000607" "PC20070_H_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth0" "Control" "Control"
"SC241146" "SP2016_ScopeCell_V01_MB0000608" "SP2016_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_C_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2016"
"SC241147" "SP2017_ScopeCell_V01_MB0000608" "SP2017_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_C_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2017"
"SC241148" "SP2018_ScopeCell_V01_MB0000608" "SP2018_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_D_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2018"
"SC241149" "SP2019_ScopeCell_V01_MB0000608" "SP2019_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_D_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2019"
"SC241150" "SP2020_ScopeCell_V01_MB0000608" "SP2020_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_B_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2020"
"SC241151" "SP2021_ScopeCell_V01_MB0000608" "SP2021_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_F_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2021"
"SC241152" "SP2022_ScopeCell_V01_MB0000608" "SP2022_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_H_04" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2022"
"SC241153" "SP2023_ScopeCell_V01_MB0000608" "SP2023_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_A_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2023"
"SC241154" "SP2024_ScopeCell_V01_MB0000608" "SP2024_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_F_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2024"
"SC241155" "SP2025_ScopeCell_V01_MB0000608" "SP2025_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_E_03" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2025"
"SC241156" "SP2026_ScopeCell_V01_MB0000608" "SP2026_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_C_05" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2026"
"SC241157" "SP2027_ScopeCell_V01_MB0000608" "SP2027_ScopeCell_V01" "Study" "Saliva" "MB0000608" "PC20070_A_06" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2027"
